1	#	190	#	560	#	0	#	1	#	5	#	5	#	5	#
2	#	180	#	520	#	1	#	5	#	5	#	5	#	5	#
3	#	180	#	490	#	2	#	5	#	5	#	5	#	5	#
4	#	190	#	450	#	3	#	5	#	5	#	5	#	3	#
5	#	170	#	420	#	0	#	5	#	5	#	0	#	5	#
6	#	130	#	430	#	1	#	5	#	5	#	5	#	5	#
7	#	100	#	430	#	2	#	5	#	5	#	5	#	5	#
8	#	50	#	420	#	3	#	5	#	5	#	5	#	5	#
9	#	40	#	380	#	0	#	5	#	5	#	5	#	5	#
10	#	40	#	350	#	1	#	5	#	5	#	5	#	5	#
11	#	40	#	310	#	2	#	5	#	2	#	5	#	5	#
12	#	40	#	270	#	3	#	5	#	5	#	5	#	5	#
13	#	40	#	240	#	0	#	5	#	5	#	5	#	5	#
14	#	50	#	200	#	1	#	2	#	5	#	5	#	5	#
15	#	90	#	180	#	2	#	5	#	5	#	5	#	5	#
16	#	130	#	180	#	3	#	5	#	5	#	5	#	5	#
17	#	160	#	190	#	0	#	5	#	5	#	5	#	0	#
18	#	200	#	170	#	1	#	5	#	5	#	1	#	5	#
19	#	180	#	130	#	2	#	5	#	5	#	5	#	5	#
20	#	180	#	100	#	3	#	5	#	5	#	5	#	5	#
21	#	190	#	60	#	0	#	5	#	5	#	5	#	5	#
22	#	230	#	40	#	1	#	5	#	5	#	5	#	5	#
23	#	270	#	40	#	2	#	5	#	5	#	5	#	5	#
24	#	310	#	40	#	3	#	5	#	3	#	5	#	5	#
25	#	340	#	40	#	0	#	5	#	5	#	5	#	5	#
26	#	380	#	40	#	1	#	5	#	5	#	5	#	5	#
27	#	420	#	60	#	2	#	3	#	5	#	5	#	5	#
28	#	430	#	90	#	3	#	5	#	5	#	5	#	5	#
29	#	430	#	130	#	0	#	5	#	5	#	5	#	5	#
30	#	420	#	170	#	1	#	5	#	5	#	5	#	1	#
31	#	440	#	200	#	2	#	5	#	5	#	2	#	5	#
32	#	480	#	190	#	3	#	5	#	5	#	5	#	5	#
33	#	520	#	180	#	0	#	5	#	5	#	5	#	5	#
34	#	560	#	200	#	1	#	5	#	5	#	5	#	5	#
35	#	570	#	240	#	2	#	5	#	5	#	5	#	5	#
36	#	570	#	270	#	3	#	5	#	5	#	5	#	5	#
37	#	570	#	310	#	0	#	5	#	0	#	5	#	5	#
38	#	570	#	340	#	1	#	5	#	5	#	5	#	5	#
39	#	570	#	380	#	2	#	5	#	5	#	5	#	5	#
40	#	560	#	420	#	3	#	0	#	5	#	5	#	5	#
41	#	520	#	430	#	0	#	5	#	5	#	5	#	5	#
42	#	480	#	430	#	1	#	5	#	5	#	5	#	5	#
43	#	440	#	420	#	2	#	5	#	5	#	5	#	2	#
44	#	420	#	450	#	3	#	5	#	5	#	3	#	5	#
45	#	430	#	490	#	0	#	5	#	5	#	5	#	5	#
46	#	430	#	520	#	1	#	5	#	5	#	5	#	5	#
47	#	420	#	570	#	2	#	5	#	5	#	5	#	5	#
48	#	370	#	570	#	3	#	5	#	5	#	5	#	5	#
49	#	350	#	570	#	0	#	5	#	5	#	5	#	5	#
50	#	310	#	570	#	1	#	5	#	1	#	5	#	5	#
51	#	270	#	570	#	2	#	5	#	5	#	5	#	5	#
52	#	240	#	570	#	3	#	5	#	5	#	5	#	5	#
200	#	310	#	530	#	1	#	5	#	5	#	5	#	5	#
201	#	310	#	490	#	1	#	5	#	5	#	5	#	5	#
202	#	310	#	450	#	1	#	5	#	5	#	5	#	5	#
203	#	310	#	420	#	1	#	5	#	5	#	5	#	5	#
204	#	310	#	380	#	1	#	5	#	5	#	5	#	5	#
205	#	310	#	350	#	1	#	5	#	5	#	5	#	5	#
100	#	520	#	310	#	0	#	5	#	5	#	5	#	5	#
101	#	480	#	310	#	0	#	5	#	5	#	5	#	5	#
102	#	440	#	310	#	0	#	5	#	5	#	5	#	5	#
103	#	410	#	310	#	0	#	5	#	5	#	5	#	5	#
104	#	380	#	310	#	0	#	5	#	5	#	5	#	5	#
105	#	340	#	310	#	0	#	5	#	5	#	5	#	5	#
300	#	90	#	310	#	2	#	5	#	5	#	5	#	5	#
301	#	130	#	310	#	2	#	5	#	5	#	5	#	5	#
302	#	160	#	310	#	2	#	5	#	5	#	5	#	5	#
303	#	200	#	310	#	2	#	5	#	5	#	5	#	5	#
304	#	230	#	310	#	2	#	5	#	5	#	5	#	5	#
305	#	270	#	310	#	2	#	5	#	5	#	5	#	5	#
400	#	310	#	90	#	3	#	5	#	5	#	5	#	5	#
401	#	310	#	130	#	3	#	5	#	5	#	5	#	5	#
402	#	310	#	170	#	3	#	5	#	5	#	5	#	5	#
403	#	310	#	210	#	3	#	5	#	5	#	5	#	5	#
404	#	310	#	240	#	3	#	5	#	5	#	5	#	5	#
405	#	310	#	270	#	3	#	5	#	5	#	5	#	5	#
500	#	520	#	520	#	0	#	5	#	5	#	5	#	5	#
501	#	580	#	520	#	0	#	5	#	5	#	5	#	5	#
502	#	520	#	590	#	0	#	5	#	5	#	5	#	5	#
503	#	580	#	590	#	0	#	5	#	5	#	5	#	5	#
504	#	50	#	520	#	1	#	5	#	5	#	5	#	5	#
505	#	110	#	520	#	1	#	5	#	5	#	5	#	5	#
506	#	50	#	580	#	1	#	5	#	5	#	5	#	5	#
507	#	110	#	580	#	1	#	5	#	5	#	5	#	5	#
508	#	50	#	40	#	2	#	5	#	5	#	5	#	5	#
509	#	110	#	40	#	2	#	5	#	5	#	5	#	5	#
510	#	50	#	100	#	2	#	5	#	5	#	5	#	5	#
511	#	110	#	100	#	2	#	5	#	5	#	5	#	5	#
512	#	520	#	40	#	3	#	5	#	5	#	5	#	5	#
512	#	580	#	40	#	3	#	5	#	5	#	5	#	5	#
512	#	520	#	110	#	3	#	5	#	5	#	5	#	5	#
512	#	580	#	110	#	3	#	5	#	5	#	5	#	5	#
